//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,PIT,SP_Rating,SP_Rating_Normalized,RP_Rating,RP_Rating_Normalized,CL_Rating,CL_Rating_Normalized
Snapshot RF Roberto Ortiz WS1 1944,70818,54,7,,,,1944,N,Washington Senators,MIN,Ortiz,Roberto,,Cuba,4,30,6,1915,1,1,9,0,58,69,75,67,63,55,67,63,50,78,60,76,56,71,85,64,64,49,2,2,0,64,33,74,68,35,6,1,7,1,10,1,1,7,1,10,1,1,7,1,10,1,29,24,14,2,0,17,0,0,0,0,0,0,1,16,1,0.0,3,193,2,7,3,5,0,0,0,53,44,67,0,0,0,0,0,0,17,0,53,0,0,0,0,0,1,0,1,1,0,1,0,0,ortizro01,0,50,24,274,2025-03-14,,12,6.385471098482722,4.455914616523809,6.604027669080554,4.916101474532927,4.33630999820236,3.3610628472158415
MLB 2025 Live SP Luis Ortiz CLE,71972,59,1,,,,2025,N,Cleveland Guardians,CLE,Ortiz,Luis,,Dominican Republic,48,27,1,1999,1,1,1,11,18,16,4,18,17,20,18,16,4,18,17,20,18,16,4,18,17,20,0,0,0,14,14,13,16,44,12,67,87,73,74,113,62,80,72,70,101,71,93,75,78,123,81,74,0,58,65,71,0,0,0,0,0,0,55,48,3,0.0,3,188,27,26,48,17,2,2,2,10,20,29,66,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,1,ortizlu03,0,19,17,0,2025-03-14,,12,62.43741603070092,63.602608083279314,57.45352525407051,59.72290946098041,60.042356223136316,63.31460273037086
MLB 2025 Live SS Joey Ortiz MIL,72477,63,1,,,,2025,N,Milwaukee Brewers,MIL,Ortiz,Joey,,The United States,3,14,7,1998,1,1,6,0,76,109,46,75,81,71,77,113,48,77,84,73,75,108,46,75,80,71,2,0,0,77,45,68,67,59,39,1,20,1,1,60,1,20,1,1,59,1,21,1,1,62,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,180,91,81,60,81,1,1,1,57,65,49,0,0,0,15,79,80,0,0,0,0,1,1,1,1,1,1,1,8,1,2,0,1,ortizjo06,0,39,36,0,2025-03-14,,12,9.104780554026458,7.325363000568137,8.057358167147163,6.48253593959826,8.98258432176629,8.36160788394447
Snapshot SP Al Orth PHI 1900,70756,69,7,,,,1900,N,Philadelphia Phillies,PHI,Orth,Al,Smiling Al,The United States,3,5,9,1872,2,1,1,11,67,56,56,28,51,84,65,59,37,29,34,96,68,56,62,28,56,80,1,0,0,66,80,74,71,6,46,63,72,77,76,66,60,71,77,75,64,65,74,78,78,67,62,0,0,98,0,68,0,0,0,0,0,0,85,64,2,0.0,3,183,28,22,22,16,0,0,0,74,56,63,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,0,0,1,2,0,0,orthal01,0,332,75,1236,2025-03-14,,12,53.87252118762775,54.56482695952275,50.91533295630667,52.675889001376326,49.35632773132158,51.813782284604144
PG Hero - Unsung Heroes RF Jorge Orta CLE 1981,72936,55,8,,,PG Hero,1981,N,Cleveland,CLE,Orta,Jorge,,Mexico,6,26,11,1950,2,1,9,0,83,75,59,54,89,78,56,53,31,40,56,57,101,84,69,58,106,89,1,0,0,56,55,59,52,33,10,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0.0,3,178,47,38,42,45,0,0,0,52,89,103,0,0,0,35,25,0,75,0,76,0,0,1,1,0,1,0,1,4,0,1,0,0,ortajo01,20,58,54,2574,2025-05-16,,12,3.1129684341347534,1.0027300358389983,3.2667097613341944,1.3190601969101743,2.0483890328708823,0.8986917018892395
MLB 2025 Live RP Kaleb Ort HOU,72244,42,1,,,,2025,N,Houston Astros,HOU,Ort,Kaleb,,The United States,61,5,2,1992,1,1,1,12,13,20,6,17,13,13,15,21,7,19,15,14,13,20,6,17,13,13,0,0,0,13,13,7,19,55,36,77,52,63,34,90,68,43,61,27,75,86,62,66,42,104,103,81,0,55,71,0,0,0,0,0,0,0,16,43,4,0.0,2,193,30,50,51,23,1,1,1,1,1,1,85,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,1,ortka01,0,29,18,0,2025-03-14,,12,49.5431159661171,49.99638595645464,45.22630726852615,46.5441206790047,50.96030442674661,53.54005954349482
Snapshot RF Joe Orsulak BAL 1992,70797,60,7,,,,1992,N,Baltimore Orioles,BAL,Orsulak,Joe,,The United States,6,31,5,1962,2,2,9,0,86,59,35,60,109,69,75,53,26,60,103,56,91,62,39,60,111,74,1,0,0,61,52,61,69,23,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0.0,3,185,8,7,3,8,0,0,0,59,89,110,0,0,0,0,0,0,30,0,86,0,0,0,0,0,1,1,1,4,1,2,0,0,orsuljo01,44,198,47,534,2025-03-14,,12,2.931319466169222,0.8110518373429059,3.042809155856183,1.077734754668145,1.8434322358889814,0.6781072889771981
Snapshot CF Ernie Orsatti STL 1934,70862,52,7,,,,1934,N,St. Louis Cardinals,STL,Orsatti,Ernie,,The United States,6,8,9,1902,2,2,8,0,79,54,19,66,80,78,71,53,27,55,77,67,85,55,16,70,83,84,0,1,0,66,54,63,72,7,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,3,183,6,5,5,10,0,0,0,67,82,65,0,0,0,0,0,0,0,50,0,0,1,0,0,0,1,1,1,1,0,1,0,0,orsater01,0,11,14,347,2025-03-14,,12,2.77019105997386,0.6410271850039277,2.7458059309161182,0.7576175559988944,1.9707804582856596,0.8151656021749983
MLB 2025 Live 1B Tirso Ornelas SD,73412,44,1,,,,2025,N,San Diego Padres,SDP,Ornelas,Tirso,,Mexico,10,11,3,2000,2,1,3,0,71,80,62,66,78,65,68,71,48,63,69,70,73,85,67,67,81,64,2,2,0,57,20,67,57,57,51,1,21,1,1,61,1,21,1,1,61,1,21,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,191,17,30,22,13,3,3,4,54,64,59,0,0,40,0,0,0,23,7,0,0,1,0,0,0,1,1,1,8,0,1,0,0,ornela000tir,0,53,44,0,2025-05-05,,12,8.866525597694912,7.073953475240903,7.751654814033096,6.153041534133742,8.893008272707636,8.26520180967152
MLB 2025 Live 3B Jonathan Ornelas TEX,73383,40,1,,,,2025,N,Texas Rangers,TEX,Ornelas,Jonathan,,The United States,21,26,5,2000,1,1,5,0,70,62,29,60,68,75,74,64,31,64,73,77,70,62,29,59,67,75,0,0,0,54,44,69,62,61,60,1,33,23,13,74,1,35,23,15,75,1,33,23,13,73,29,0,14,9,0,0,0,0,0,0,0,0,51,46,2,0.0,3,183,64,65,77,64,3,3,1,62,71,73,0,0,0,9,68,17,0,5,0,0,1,1,1,1,1,1,1,8,0,1,0,1,orneljo01,12,45,71,0,2025-05-05,,12,19.990837839102618,18.812462941177806,20.833251920665038,20.25270062281823,18.996673963146346,19.139255256075494
Negro League Star CF Alejandro Oms CSE 1933,71768,95,2,,,,1933,N,Cuban Stars East,CSE,Oms,Alejandro,,Cuba,18,13,3,1896,2,2,8,0,82,100,99,92,75,92,78,97,93,89,71,89,84,102,102,93,76,93,0,1,0,60,62,72,61,31,35,40,48,45,42,60,39,45,45,39,59,40,49,46,44,61,53,0,49,0,0,0,0,0,0,0,0,0,84,81,4,0.0,4,168,55,39,53,31,1,1,1,89,71,69,95,0,0,0,0,0,109,85,95,0,0,0,1,0,1,1,1,1,4,75,0,0,omsal01,7250,0,8566,20394,2025-03-14,,12,35.71043230504316,35.399970054856425,35.21437171028743,35.753016424809466,31.56284192223496,32.66357268602853
MLB 2025 Live SP Reese Olson DET,72000,79,1,,,,2025,N,Detroit Tigers,DET,Olson,Reese,,The United States,45,31,7,1999,1,1,1,11,15,16,4,10,14,15,15,17,4,11,15,16,15,16,4,10,14,15,0,0,0,20,16,17,26,46,11,72,94,75,94,95,67,85,75,85,86,76,101,76,100,103,81,78,75,75,0,77,0,0,0,0,0,0,58,40,2,0.0,3,185,29,38,56,16,1,1,1,34,43,54,79,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,2,5,0,1,olsonre01,155,198,145,0,2025-03-14,,12,66.17765240881029,67.54935096288429,61.24061747681235,63.80472828194058,58.56944346594449,61.72938281768601
MLB 2025 Live 1B Matt Olson ATL,72260,89,1,,,,2025,N,Atlanta Braves,ATL,Olson,Matt,Oly,The United States,28,29,3,1994,2,1,3,0,69,91,99,105,72,69,66,84,85,97,68,67,71,94,104,108,74,70,1,1,0,19,4,16,20,52,11,1,29,1,1,87,1,29,1,1,87,1,29,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,3,196,35,36,38,31,0,0,0,43,46,66,0,0,72,0,0,0,0,0,0,0,1,1,1,0,1,0,1,8,3,15,0,0,olsonma02,1450,6450,2079,0,2025-03-14,,12,11.856721932204712,10.229244985937603,10.488906237778126,9.103316764308437,12.258525851624862,11.887334523602297
Unsung Heroes LF Luis Olmo BRO 1945,70446,77,8,,,,1945,N,Brooklyn Dodgers,LAD,Olmo,Luis,,Puerto Rico,21,11,8,1919,1,1,7,0,90,88,80,52,101,78,111,103,66,35,107,105,84,83,88,57,99,74,2,2,0,76,72,71,73,8,5,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.0,3,183,59,60,47,63,0,0,0,50,47,100,0,0,0,8,35,0,66,4,0,0,0,1,1,0,1,1,1,1,2,5,0,1,olmolu01,175,0,771,1762,2025-03-14,,12,2.839800629194233,0.7144800483793031,2.8264951885299032,0.8445863729712989,2.0483890328708823,0.8986917018892395
Rookie Sensation RP Diomedes Olivo PIT 1962,71460,96,3,,,,1962,N,Pittsburgh Pirates,PIT,Olivo,Diomedes,,Dominican Republic,38,22,1,1919,2,2,1,12,3,3,1,3,1,1,3,3,1,3,1,1,3,4,2,3,1,1,0,2,0,8,5,6,10,26,47,89,79,90,98,43,96,106,119,137,46,87,72,81,87,43,69,62,116,61,0,79,0,0,0,0,0,0,22,95,2,0.0,3,185,27,20,23,23,0,0,0,7,10,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,75,0,0,olivodi01,25200,0,32150,23953,2025-03-14,,12,66.3139984792832,67.69322499340026,63.58897119877943,66.33584024246663,58.52930170271071,61.68618031156488
Rookie Sensation RP Chi-Chi Olivo ML1 1964,71482,53,3,,,,1964,N,Milwaukee Braves,ATL,Olivo,Chi-Chi,,Dominican Republic,30,18,3,1926,1,1,1,12,3,3,1,3,1,1,3,3,2,3,1,1,3,3,1,3,1,1,0,0,0,12,4,6,20,23,52,76,62,62,54,79,81,54,65,43,77,72,69,60,64,81,67,59,78,84,0,0,0,0,0,0,0,0,24,33,2,0.0,3,188,27,20,23,23,0,0,0,3,3,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,olivoch01,0,35,19,292,2025-03-14,,12,50.09789535290357,50.5817959073781,46.21870299437408,47.6137485922837,47.09753467070848,49.3827599984336
Snapshot C Gene Oliver STL 1962,71182,76,7,,,,1962,N,St. Louis Cardinals,STL,Oliver,Gene,,The United States,29,22,3,1935,1,1,2,0,67,82,82,89,63,74,58,60,102,115,72,47,73,94,78,80,61,84,2,0,0,31,31,46,36,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0.0,3,188,28,26,29,32,61,59,76,51,52,61,0,62,48,0,0,0,58,0,0,1,1,0,0,0,1,0,0,3,2,5,0,0,olivege01,150,419,219,1830,2025-03-14,,12,3.090667352384526,0.9791976633610615,3.29960098999202,1.3545111519658224,1.8434322358889814,0.6781072889771981
MLB 2025 Live RP Steven Okert HOU,72220,52,1,,,,2025,N,Houston Astros,HOU,Okert,Steven,,The United States,16,9,7,1991,2,2,1,12,27,25,4,14,16,35,27,25,4,14,16,35,27,26,5,15,17,36,0,0,0,23,37,19,13,30,4,87,65,71,40,117,103,77,74,49,134,82,63,71,39,111,91,106,0,87,0,0,0,0,0,0,0,0,14,56,4,0.0,3,188,22,27,37,23,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,okertst01,0,31,33,0,2025-03-14,,12,54.85999963456799,55.60682621711909,52.66573305031467,54.562512201367866,56.11247466705111,59.08507422178734
Unsung Heroes RP Hideki Okajima BOS 2008,70343,75,8,,,,2008,N,Boston Red Sox,BOS,Okajima,Hideki,,Japan,37,25,12,1975,2,2,1,12,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,0,2,0,15,5,6,25,27,51,98,91,58,73,128,118,85,76,68,121,91,93,54,75,131,73,0,110,76,0,0,94,0,0,0,0,0,17,115,4,0.0,4,185,35,20,26,23,0,0,0,3,6,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0,0,okajihi01,120,299,271,3788,2025-03-14,,12,65.44164034805362,66.77270209194766,62.684919605698404,65.3614317541818,62.65329776125489,66.1246242315578
Snapshot SP Bob Ojeda NYM 1988,70627,100,7,,,,1988,N,New York Mets,NYM,Ojeda,Bob,,The United States,19,17,12,1957,2,2,1,11,6,9,4,7,4,5,6,6,2,12,2,7,6,11,5,6,5,5,0,2,0,5,4,6,5,43,55,80,121,111,123,119,126,107,122,105,111,72,128,108,132,121,69,0,79,137,0,0,0,0,64,0,0,0,77,48,2,0.0,3,185,35,31,33,32,0,0,0,7,4,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,200,0,0,ojedabo01,23478,99000,43662,208367,2025-03-14,,12,80.66628174553765,82.83792871284713,72.4399048707981,75.87558882016549,71.6429380797107,75.79970971853535
Tokyo Series Celebration - Rookie Sensation DH Shohei Ohtani LAA 2018,72820,84,3,,,Tokyo Series Celebration,2018,N,Los Angeles Angels,ANA,Ohtani,Shohei,Sho Time,Japan,17,5,7,1994,2,1,10,0,76,103,97,87,51,110,64,78,44,78,40,87,80,112,124,91,54,118,2,2,0,89,54,72,65,27,5,100,82,62,75,96,93,89,45,90,87,106,80,77,69,103,126,129,56,0,0,0,141,0,0,0,0,0,54,92,4,0.0,3,193,27,36,29,23,0,0,0,9,3,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,ohtansh01,3500,0,5267,42556,2025-03-20,,12,66.80971614773118,68.21631230138223,67.71325899726519,70.78109654169859,64.81634379508088,68.45259893890727
MLB 2025 Live DH Shohei Ohtani LAD,72610,100,1,,,,2025,N,Los Angeles Dodgers,LAD,Ohtani,Shohei,Sho Time,Japan,17,5,7,1994,2,1,10,0,95,136,133,99,71,117,90,123,121,90,68,113,97,141,137,102,72,119,3,2,0,69,93,98,76,75,63,90,83,68,65,121,86,81,68,64,117,94,86,69,67,125,124,116,103,0,96,0,89,0,0,0,0,0,59,50,2,0.0,3,193,25,23,92,15,5,5,6,49,45,97,71,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,8,5,200,0,0,ohtansh01,0,36500,26016,0,2025-03-14,,12,68.27463183632412,69.76210913845227,67.80722127414444,70.88237133715322,71.97136890525975,76.15318284995998
Tokyo Series Celebration - Unsung Heroes SP Tomo Ohka MON 2002,72835,79,8,,,Tokyo Series Celebration,2002,N,Montreal Expos,WSN,Ohka,Tomo,,Japan,24,18,3,1976,3,1,1,11,58,11,1,30,70,47,63,20,1,11,73,56,56,9,1,35,69,44,2,2,0,6,5,11,5,40,12,58,87,97,87,87,50,92,97,100,77,66,84,97,78,97,59,63,0,56,41,59,35,0,0,0,0,0,70,96,2,0.0,3,185,27,13,21,23,0,0,0,1,6,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,ohkato01,230,374,258,5977,2025-03-20,,12,63.866682961693144,65.11078791810564,61.31247146824944,63.88217423713748,60.323881423749214,63.61759376073236
Ryan Braun Mission - Hardware Heroes LF Ben Oglivie ML4 1980,70302,93,9,,,Ryan Braun Mission,1980,N,Milwaukee Brewers,MIL,Oglivie,Ben,,Panama,24,11,2,1949,2,2,7,0,75,61,133,75,81,69,75,66,128,57,68,82,76,60,134,80,89,65,1,0,2,51,63,67,70,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0.0,4,188,7,9,8,3,0,0,0,83,46,92,0,0,0,0,0,0,103,0,96,0,0,0,0,0,1,0,1,4,4,50,0,0,oglivbe01,5005,7049,6029,17554,2025-03-14,,12,2.952302929934207,0.833193843310391,3.0392823127856463,1.073933438624812,1.9707804582856596,0.8151656021749983
Rookie Sensation SP Chad Ogea CLE 1995,71565,56,3,,,,1995,N,Cleveland,CLE,Ogea,Chad,,The United States,37,9,11,1970,1,1,1,11,3,3,2,2,1,1,3,3,2,3,1,1,3,3,2,2,1,1,1,1,0,5,3,6,5,22,55,52,83,69,72,107,52,87,70,76,111,53,81,69,70,104,53,0,68,77,0,0,0,0,0,0,0,0,74,33,4,0.0,3,188,28,20,23,23,0,0,0,4,5,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,ogeach01,15,55,58,615,2025-03-14,,12,53.55229536221428,54.226920776984876,50.98914794978297,52.75544857160049,50.82177939584171,53.39097220867236
Snapshot RF Rowland Office MON 1980,70798,64,7,,,,1980,N,Montreal Expos,WSN,Office,Rowland,,The United States,25,25,10,1952,2,2,9,0,66,78,67,100,77,57,56,53,45,98,62,52,70,92,75,101,82,59,1,0,0,57,42,58,51,22,7,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.0,4,183,2,9,2,9,0,0,0,52,67,51,0,0,0,0,0,0,0,15,49,0,0,0,0,0,0,1,1,4,1,2,0,0,officro01,0,65,71,452,2025-03-14,,12,2.7277612304490746,0.5962547132585861,2.683283840665676,0.6902297477016731,1.9210408104742043,0.7616333886914395
Derek Jeter Mission - Historical All-Star SS Jose Offerman LAD 1995,71266,64,5,,,Derek Jeter Mission,1995,N,Los Angeles Dodgers,LAD,Offerman,Jose,,Dominican Republic,30,8,11,1968,3,1,6,0,89,49,25,116,82,91,97,69,23,122,93,94,86,41,26,114,79,91,0,2,0,74,45,36,89,98,75,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0.0,4,183,66,33,68,69,0,0,0,1,3,4,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,1,offerjo01,55,76,62,964,2025-03-14,,12,3.0446764828996233,0.9306675389740746,3.1566561181331214,1.200441740925455,2.0483890328708823,0.8986917018892395
Ryan Braun Mission - Snapshot LF Alex Ochoa MIL 1999,70916,81,7,,,Ryan Braun Mission,1999,N,Milwaukee Brewers,MIL,Ochoa,Alex,,The United States,24,29,3,1972,1,1,7,0,91,70,56,105,95,83,98,76,81,124,92,97,88,69,48,100,96,79,0,0,0,66,56,63,73,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0.0,3,183,3,4,3,1,0,0,0,61,67,59,0,0,0,0,0,0,72,37,61,0,0,0,0,0,1,1,1,5,3,10,0,0,ochoaal01,1100,0,1924,3745,2025-03-14,,12,2.9085554824241786,0.7870310050545978,3.006124608122492,1.0381952693399052,1.8434322358889814,0.6781072889771981
Snapshot 3B Ken Oberkfell STL 1981,71007,58,7,,,,1981,N,St. Louis Cardinals,STL,Oberkfell,Ken,,The United States,10,4,5,1956,2,1,5,0,88,54,23,70,107,74,78,50,14,78,89,72,92,55,26,68,113,75,2,1,0,71,73,77,47,18,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0.0,3,183,62,77,74,42,0,0,0,9,4,1,0,0,0,0,67,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,1,oberkke01,6,22,22,506,2025-03-14,,12,2.749207596208875,0.618885179036442,2.7493327739866555,0.7614188720422279,1.8434322358889814,0.6781072889771981
MLB 2025 Live SP Bailey Ober MIN,72061,77,1,,,,2025,N,Minnesota Twins,MIN,Ober,Bailey,,The United States,17,12,7,1995,1,1,1,11,16,17,10,14,15,18,17,18,11,15,16,19,16,17,10,14,15,18,1,1,0,9,4,17,6,27,13,75,82,102,67,114,73,78,100,64,107,77,85,104,69,118,80,89,93,101,0,0,0,0,0,0,0,0,57,42,4,0.0,3,206,24,52,50,31,3,3,5,3,3,3,83,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,2,5,0,1,oberba01,200,344,320,0,2025-03-14,,12,65.47208322571267,66.8048257864122,62.498849973977,65.16088144272946,62.49526724120823,65.95454414638866
Derek Jeter Mission - Unsung Heroes SS Tim O'Rourke LS3 1893,70472,54,8,,,Derek Jeter Mission,1893,N,Louisville Colonels,OAK,O'Rourke,Tim,Voiceless Tim,The United States,59,18,5,1864,2,1,6,0,72,43,1,127,84,60,65,42,1,119,77,55,74,44,1,130,88,63,0,1,0,68,78,82,60,5,1,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.0,4,178,43,40,57,58,0,0,0,46,49,52,0,0,0,0,35,22,51,0,41,0,0,0,1,1,1,0,1,0,0,1,0,0,o'routi01,0,12,13,282,2025-03-14,,12,3.3285199837205757,1.2301826504637705,3.075880608517612,1.1133799594770684,2.2296330128961475,1.0937552348700237
Snapshot LF Jim O'Rourke NY1 1891,70947,72,7,,,,1891,N,New York Giants,SFG,O'Rourke,Jim,Orator Jim,The United States,32,1,9,1850,1,1,7,0,87,104,73,45,107,73,94,108,77,47,115,75,86,103,72,45,105,73,0,0,0,67,85,82,68,3,8,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,26,0,0,0,0,9,0,0,0,0,0,1,8,2,0.0,4,173,59,51,53,59,53,51,78,48,57,63,0,55,58,0,45,0,57,16,49,1,1,0,1,0,1,1,1,0,2,5,0,0,o'rouji01,124,399,369,2520,2025-03-14,,12,2.6559179472537195,0.5204448077514802,2.9913037478260747,1.0222209906736892,2.2974013789143393,1.166690826430089
Clubhouse - Hardware Heroes LF Tyler O'Neill STL 2021,72915,100,9,,CS,Opening Day HR Record,2021,N,St. Louis Cardinals,STL,O'Neill,Tyler,,Canada,27,22,6,1995,1,1,7,0,105,102,141,97,79,123,107,124,146,122,86,118,105,96,139,89,78,125,2,0,0,101,72,86,97,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0.0,3,180,9,1,10,8,0,0,0,89,90,97,0,0,0,0,0,0,118,91,111,0,0,0,0,0,1,1,1,7,5,200,0,0,oneilty01,135001,0,163334,0,2025-04-01,,12,3.5361541673950736,1.449280764362698,3.8121292952425865,1.9069264509869661,2.543847459070711,1.4319280115650996
MLB 2025 Live LF Tyler O'Neill BAL,71791,85,1,,,,2025,N,Baltimore Orioles,BAL,O'Neill,Tyler,,Canada,17,22,6,1995,1,1,7,0,68,85,105,82,54,85,71,88,113,84,56,88,68,84,102,81,54,84,3,2,0,57,31,77,65,54,25,1,21,7,1,62,1,21,7,1,62,1,21,7,1,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,3,180,16,18,53,16,2,2,5,65,64,66,0,0,0,0,0,0,78,7,55,0,1,0,0,0,1,1,1,8,3,15,0,0,oneilty01,0,1295,1332,0,2025-03-14,,12,9.83544993384296,8.09637420964949,8.64222944184459,7.112924226042074,9.933545342924003,9.385078106172982
MLB 2025 Live C Logan O'Hoppe LAA,72105,82,1,,,,2025,N,Los Angeles Angels,ANA,O'Hoppe,Logan,,The United States,14,9,2,2000,1,1,2,0,73,57,103,69,62,83,74,58,106,71,64,85,73,57,102,69,62,83,3,2,0,66,19,52,56,41,12,1,21,1,1,62,1,20,1,1,60,1,21,1,1,63,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,188,32,30,60,16,58,54,57,31,40,58,0,50,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,8,3,10,0,0,ohopplo01,0,1113,1154,0,2025-03-14,,12,9.149515924525423,7.372568307167642,8.129433928588679,6.560220923824501,9.089902657044282,8.477109064342427
MLB 2025 Live 1B Ryan O'Hearn BAL,71789,74,1,,,,2025,N,Baltimore Orioles,BAL,O'Hearn,Ryan,BroHearn,The United States,32,26,7,1993,2,2,3,0,78,76,88,69,86,75,76,76,82,66,79,75,80,77,90,71,89,76,2,2,0,61,16,72,58,5,2,1,20,1,1,60,1,21,1,1,62,1,20,1,1,59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,3,191,28,25,47,16,1,1,2,44,46,63,0,0,50,0,0,0,8,0,22,0,1,0,0,0,1,0,1,8,2,5,0,1,ohearry01,340,444,551,0,2025-03-14,,12,8.689773919674531,6.887442956609513,7.708006312160125,6.105996132022351,8.937796917736934,8.313405514620062
Unsung Heroes SP John O'Donoghue KC1 1965,70361,51,8,,,,1965,N,Kansas City Athletics,OAK,O'Donoghue,John,,The United States,64,7,10,1939,1,2,1,11,4,6,4,3,2,2,5,3,2,6,1,4,5,7,5,3,3,2,1,0,0,8,5,11,8,28,43,43,76,58,72,86,57,80,52,79,83,38,75,61,70,87,43,0,67,67,0,0,0,0,0,0,0,0,60,101,2,0.0,3,191,27,20,23,23,0,0,0,7,9,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,o'donjo02,0,77,19,255,2025-03-14,,12,49.42552319743414,49.87230063788794,47.3438547608771,48.82646414997972,42.864482551962766,44.8269446744751
